## htsjdk.samtools.metrics.StringHeader
# picard.analysis.CollectInsertSizeMetrics HISTOGRAM_FILE=qc_plots/Cu-1h.inserts.hist_graph.pdf HISTOGRAM_WIDTH=1000 INPUT=/srv/scratch/shared/nandi/projects/training-camp-2016/run/Cu-1h/out/align/rep1/Cu-1h_S4_L001_R1_001.trim.PE2SE.nodup.bam OUTPUT=qc_plots/Cu-1h.inserts.hist_data.log STOP_AFTER=5000000 VERBOSITY=ERROR QUIET=true    DEVIATIONS=10.0 MINIMUM_PCT=0.05 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Mon Aug 29 10:11:18 PDT 2016

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
207	99	28	969	235.071836	146.230855	10510	FR	35	73	113	155	199	241	281	325	467	917			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
28	1
29	3
30	2
31	1
33	1
34	1
35	4
36	3
37	5
38	6
39	18
40	27
41	23
42	14
43	16
44	27
45	28
46	41
47	24
48	27
49	33
50	29
51	44
52	33
53	25
54	36
55	32
56	25
57	31
58	24
59	26
60	35
61	52
62	40
63	39
64	40
65	28
66	41
67	37
68	41
69	41
70	49
71	36
72	38
73	35
76	37
77	45
78	31
79	37
80	36
81	37
82	35
83	32
84	50
85	34
86	50
87	35
88	26
89	44
90	39
91	39
92	32
93	36
94	34
95	46
96	32
97	38
98	49
99	31
100	38
101	34
102	34
103	25
104	25
105	29
106	32
107	38
108	35
109	46
110	35
111	32
112	30
113	27
114	28
115	41
116	25
117	21
118	36
119	21
120	29
121	33
122	43
123	24
124	27
125	37
126	27
127	23
128	27
129	19
130	27
131	38
132	30
133	34
134	27
135	25
136	35
137	33
138	39
139	34
140	31
141	25
142	29
143	30
144	25
145	16
146	28
147	35
148	28
149	26
150	35
151	34
152	32
153	34
154	20
155	30
156	36
157	24
158	27
159	23
160	25
161	30
162	18
163	30
164	26
165	21
166	34
167	24
168	30
169	31
170	26
171	37
172	28
173	20
174	30
175	24
176	38
177	23
178	32
179	30
180	26
181	35
182	24
183	29
184	39
185	32
186	29
187	28
188	33
189	25
190	33
191	30
192	32
193	30
194	33
195	33
196	24
197	42
198	24
199	26
200	26
201	23
202	40
203	26
204	28
205	33
206	21
207	44
208	38
209	28
210	36
211	31
212	34
213	32
214	37
215	24
216	30
217	32
218	43
219	35
220	28
221	27
222	35
223	23
224	35
225	22
226	28
227	31
228	20
229	28
230	20
231	33
232	25
233	16
234	23
235	35
236	24
237	24
238	24
239	33
240	26
241	22
242	28
243	28
244	27
245	22
246	32
247	28
248	23
249	27
250	24
251	25
252	17
253	12
254	34
