## htsjdk.samtools.metrics.StringHeader
# picard.analysis.CollectInsertSizeMetrics HISTOGRAM_FILE=qc_plots/Cz-1h.inserts.hist_graph.pdf HISTOGRAM_WIDTH=1000 INPUT=/srv/scratch/shared/nandi/projects/training-camp-2016/run/Cz-1h/out/align/rep1/Cz-1h_S2_L001_R1_001.trim.PE2SE.nodup.bam OUTPUT=qc_plots/Cz-1h.inserts.hist_data.log STOP_AFTER=5000000 VERBOSITY=ERROR QUIET=true    DEVIATIONS=10.0 MINIMUM_PCT=0.05 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Mon Aug 29 10:11:06 PDT 2016

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
133	70	26	993	173.674647	128.704902	77227	FR	35	65	91	115	141	161	183	259	449	931			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
26	6
27	10
28	15
29	33
30	49
31	15
32	9
33	15
34	28
35	68
36	128
37	181
38	209
39	342
40	693
41	602
42	368
43	385
44	437
45	553
46	501
47	472
48	499
49	491
50	657
51	758
52	589
53	507
54	493
55	552
56	572
57	557
58	520
59	521
60	581
61	554
62	581
63	542
64	511
65	527
66	542
67	545
68	484
69	492
70	498
71	519
72	492
73	452
74	2
75	1
76	437
77	466
78	437
79	458
80	468
81	426
82	439
83	431
84	453
85	426
86	414
87	424
88	370
89	406
90	430
91	406
92	387
93	377
94	375
95	391
96	355
97	392
98	396
99	386
100	340
101	336
102	323
103	318
104	347
105	346
106	315
107	307
108	334
109	299
110	287
111	302
112	275
113	288
114	280
115	306
116	276
117	267
118	284
119	263
120	249
121	284
122	271
123	252
124	237
125	278
126	265
127	268
128	227
129	241
130	257
131	223
132	232
133	236
134	215
135	206
136	225
137	248
138	278
139	212
140	204
141	177
142	229
143	181
144	177
145	187
146	200
147	204
148	203
149	200
150	194
151	216
152	241
153	208
154	199
155	179
156	178
157	189
158	212
159	173
160	202
161	204
162	182
163	172
164	189
165	197
166	163
167	199
168	229
169	187
170	208
171	205
172	227
173	197
174	171
175	191
176	186
177	205
178	209
179	200
180	195
181	197
182	186
183	162
184	175
185	202
186	199
187	202
188	185
189	191
190	192
191	190
192	167
193	203
194	188
195	207
196	221
197	208
198	240
199	220
200	203
201	196
202	180
203	215
204	184
205	197
206	202
207	192
208	189
209	192
210	176
211	190
212	210
213	205
214	210
215	193
216	188
217	191
218	167
219	168
220	179
221	182
222	168
223	175
224	188
225	165
226	174
227	187
228	150
229	153
230	165
231	151
232	164
233	163
234	163
235	150
236	132
237	150
238	141
239	137
240	140
241	150
242	134
243	155
244	131
245	110
246	116
247	137
248	143
249	120
250	137
251	114
252	124
253	118
254	105
