## htsjdk.samtools.metrics.StringHeader
# picard.analysis.CollectInsertSizeMetrics HISTOGRAM_FILE=vplots/DMSO-3h.inserts.hist_graph.pdf HISTOGRAM_WIDTH=1000 INPUT=/srv/scratch/shared/nandi/projects/training-camp-2016/run/DMSO-3h/out/align/rep1/DMSO-3h_S13_L001_R1_001.trim.PE2SE.nodup.bam OUTPUT=vplots/DMSO-3h.inserts.hist_data.log STOP_AFTER=5000000 VERBOSITY=ERROR QUIET=true    DEVIATIONS=10.0 MINIMUM_PCT=0.05 METRIC_ACCUMULATION_LEVEL=[ALL_READS] INCLUDE_DUPLICATES=false ASSUME_SORTED=true VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Mon Aug 29 10:09:16 PDT 2016

## METRICS CLASS	picard.analysis.InsertSizeMetrics
MEDIAN_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_99_PERCENT	SAMPLE	LIBRARY	READ_GROUP
127	69	25	1692	180.636604	149.855754	199702	FR	33	63	91	119	139	157	179	301	525	1163			

## HISTOGRAM	java.lang.Integer
insert_size	All_Reads.fr_count
25	1
26	23
27	33
28	53
29	111
30	209
31	63
32	37
33	62
34	87
35	177
36	369
37	476
38	673
39	1064
40	1650
41	1710
42	1259
43	1295
44	1524
45	1583
46	1627
47	1509
48	1460
49	1532
50	1899
51	1993
52	1748
53	1570
54	1604
55	1665
56	1556
57	1626
58	1503
59	1505
60	1567
61	1627
62	1558
63	1475
64	1412
65	1345
66	1458
67	1342
68	1313
69	1260
70	1347
71	1311
72	1269
73	1219
74	10
75	10
76	1250
77	1160
78	1183
79	1137
80	1115
81	1121
82	1121
83	1096
84	1094
85	1078
86	1117
87	1089
88	1032
89	1034
90	946
91	986
92	913
93	973
94	955
95	969
96	903
97	921
98	950
99	900
100	876
101	873
102	867
103	791
104	840
105	849
106	799
107	829
108	724
109	768
110	724
111	746
112	712
113	731
114	699
115	705
116	669
117	697
118	711
119	657
120	675
121	610
122	591
123	647
124	616
125	650
126	579
127	589
128	645
129	594
130	589
131	580
132	521
133	546
134	512
135	510
136	554
137	588
138	592
139	554
140	537
141	482
142	494
143	511
144	453
145	472
146	504
147	479
148	522
149	490
150	533
151	581
152	568
153	497
154	450
155	425
156	415
157	438
158	454
159	469
160	502
161	444
162	412
163	449
164	410
165	427
166	412
167	452
168	488
169	476
170	453
171	473
172	451
173	448
174	460
175	416
176	508
177	469
178	447
179	455
180	431
181	453
182	425
183	430
184	410
185	423
186	434
187	435
188	436
189	448
190	404
191	435
192	421
193	429
194	397
195	446
196	467
197	485
198	458
199	459
200	452
201	441
202	421
203	412
204	426
205	436
206	446
207	424
208	421
209	419
210	400
211	429
212	385
213	396
214	434
215	368
216	407
217	426
218	424
219	395
220	407
221	378
222	354
223	359
224	362
225	371
226	355
227	384
228	350
229	384
230	358
231	341
232	342
233	376
234	299
235	352
236	325
237	322
238	344
239	326
240	315
241	321
242	308
243	300
244	285
245	314
246	316
247	301
248	308
249	274
250	333
251	287
252	284
253	309
254	265
255	274
256	256
257	288
258	274
259	264
260	270
261	254
262	245
263	242
264	232
265	229
266	265
267	247
268	229
269	222
270	249
271	214
272	222
273	204
274	233
275	213
276	227
277	189
278	222
279	193
280	241
281	197
282	206
283	234
284	218
285	190
286	213
287	194
288	201
289	187
290	171
291	207
292	178
293	196
294	176
295	201
296	197
297	175
298	192
299	203
300	205
301	202
302	187
303	175
304	174
305	190
306	191
307	177
308	176
309	178
310	177
311	177
312	200
313	179
314	177
315	180
316	156
317	204
318	161
319	191
320	178
321	189
322	207
323	200
324	178
325	184
326	176
327	168
328	183
329	209
330	190
331	167
332	204
333	198
334	205
335	191
336	175
337	176
338	149
339	154
340	165
341	171
342	201
343	186
344	171
345	208
346	169
347	178
348	172
349	178
350	180
351	182
352	170
353	164
354	185
355	178
356	171
357	178
358	179
359	167
360	182
361	161
362	183
363	165
364	173
365	152
366	156
367	157
368	154
369	136
370	140
371	157
372	160
373	139
374	161
375	147
376	164
377	144
378	153
379	141
380	165
381	143
382	139
383	153
384	147
385	130
386	141
387	122
388	145
389	143
390	133
391	135
392	132
393	144
394	147
395	133
396	145
397	134
398	119
399	106
400	111
401	119
402	104
403	108
404	122
405	106
406	114
407	118
408	118
409	138
410	125
411	132
412	106
413	107
414	118
415	109
416	102
417	106
418	88
419	90
420	98
421	111
422	107
423	97
424	99
425	110
426	101
427	92
428	102
429	98
430	93
431	82
432	87
433	90
434	92
435	86
436	104
437	93
438	76
439	104
440	90
441	78
442	84
443	84
444	86
445	87
446	89
447	105
448	81
449	98
450	97
451	86
452	87
453	76
454	85
455	84
456	88
457	85
458	66
459	78
460	81
461	84
462	75
463	79
464	81
465	77
466	72
467	81
468	62
469	81
470	69
471	77
472	78
473	86
474	74
475	79
476	76
477	77
478	61
479	79
480	61
481	75
482	56
483	65
484	64
485	66
486	82
487	63
488	68
489	71
490	64
491	54
492	68
493	54
494	75
495	60
496	57
497	66
498	77
499	65
500	68
501	63
502	67
503	71
504	75
505	74
506	66
507	65
508	66
509	57
510	60
511	59
512	49
513	74
514	76
515	69
516	73
517	51
518	53
519	75
520	46
521	57
522	65
523	71
524	58
525	48
526	62
527	64
528	64
529	60
530	60
531	58
532	64
533	50
534	43
535	58
536	60
537	58
538	52
539	52
540	57
541	50
542	58
543	59
544	68
545	51
546	46
547	51
548	62
549	53
550	53
551	45
552	42
553	51
554	49
555	58
556	55
557	58
558	52
559	53
560	42
561	49
562	36
563	57
564	41
565	33
566	48
567	35
568	35
569	42
570	45
571	48
572	44
573	52
574	52
575	41
576	47
577	30
578	40
579	44
580	37
581	48
582	43
583	43
584	39
585	39
586	52
587	45
588	37
589	28
590	38
591	46
592	43
593	31
594	33
595	32
596	47
597	41
598	34
599	40
600	38
601	34
602	29
603	33
604	42
605	36
606	32
607	28
608	29
609	33
610	45
611	24
612	22
613	29
614	42
615	32
616	29
617	40
618	34
619	32
620	33
621	32
622	24
623	34
624	28
625	31
626	23
627	32
628	24
629	24
630	26
631	18
632	21
633	34
634	36
635	27
636	22
637	25
638	35
639	36
640	28
641	26
642	27
643	21
644	29
645	17
646	22
647	28
648	24
649	27
650	20
651	27
652	23
653	24
654	22
655	23
656	24
657	24
658	20
659	28
660	20
661	33
662	35
663	22
664	14
665	24
666	24
667	33
668	26
669	20
670	19
671	23
672	11
673	19
674	30
675	13
676	15
677	23
678	24
679	21
680	24
681	19
682	21
683	26
684	23
685	21
686	18
687	18
688	29
689	17
690	21
691	19
692	27
693	25
694	23
695	20
696	22
697	24
698	11
699	16
700	19
701	14
702	21
703	15
704	22
705	21
706	15
707	16
708	25
709	10
710	14
711	16
712	13
713	20
714	19
715	14
716	11
717	14
718	12
719	21
720	11
721	15
722	18
723	21
724	14
725	14
726	10
727	17
728	14
729	21
730	14
731	11
732	17
733	15
734	12
735	15
736	17
737	25
738	15
739	15
740	16
741	17
742	15
743	10
744	15
745	11
746	11
747	8
748	13
749	14
750	19
751	8
752	15
753	13
754	11
755	17
756	14
757	9
758	18
759	15
760	8
761	10
762	12
763	4
764	11
765	10
766	16
767	15
768	14
769	15
770	13
771	10
772	7
773	9
774	15
775	5
776	13
777	7
778	18
779	8
780	7
781	8
782	8
783	6
784	5
785	11
786	7
787	10
788	4
789	4
790	9
791	10
792	11
793	9
794	11
795	15
796	9
797	10
798	11
799	9
800	9
801	9
802	7
803	5
804	7
805	9
806	8
807	11
808	11
809	9
810	7
811	5
812	8
813	11
814	5
815	8
816	10
817	8
818	1
819	9
820	9
821	4
822	4
823	10
824	4
825	7
826	9
827	11
828	10
829	3
830	5
831	7
832	8
833	12
834	5
835	5
836	8
837	2
838	2
839	6
840	8
841	11
842	4
843	1
844	5
845	3
846	4
847	6
848	8
849	6
850	4
851	6
852	3
853	6
854	5
855	9
856	3
857	2
858	3
859	5
860	4
861	5
862	6
863	5
864	7
865	5
866	3
867	9
868	8
869	2
870	8
871	8
872	5
873	5
874	5
875	5
876	2
877	1
878	5
879	4
880	8
881	5
882	4
883	5
884	5
885	4
886	6
887	9
888	5
889	3
890	5
891	8
892	3
893	4
894	7
895	5
896	7
897	1
898	2
899	2
900	2
901	1
902	1
903	2
904	4
905	5
906	4
908	2
909	2
910	5
911	6
912	1
913	2
914	5
915	2
916	2
917	1
918	4
919	2
920	3
921	2
923	2
924	3
926	2
927	5
928	5
929	1
931	4
932	4
933	1
934	3
935	5
936	2
937	2
938	1
939	2
940	4
942	1
943	1
944	5
945	4
946	2
947	1
948	2
949	3
950	3
951	2
952	1
953	2
954	1
955	1
956	2
958	2
959	2
961	2
962	1
963	3
964	3
965	2
966	2
967	1
969	3
970	3
971	2
972	3
974	1
975	1
977	2
978	5
979	1
980	2
981	1
982	4
983	3
984	1
985	4
988	1
989	1
992	1
994	2
995	2
997	1
998	2
999	3
1000	1

